日付,終値(電気機器),終値(輸送用機器),終値(情報 - 通信業),終値(卸売業),終値(銀行業),終値(化学),終値(小売業)
2019-05-10,2224.03,2565.56,3564.62,1438.36,142.87,1898.84,1125.22
2019-05-09,2221.9,2583.24,3598.1,1444.78,143.41,1911.34,1119.53
2019-05-08,2243.29,2655.96,3581.63,1454.55,146.06,1941.14,1140.23
2019-05-07,2281.91,2707.3,3605.91,1487.49,148.06,1994.83,1150.65
2019-04-26,2336.99,2756.36,3598.57,1516.17,149.42,2016.17,1158.93
2019-04-25,2342.27,2768.54,3597.77,1512.81,149.59,2019.3,1163.21
2019-04-24,2343.03,2771.07,3574.14,1506.0,149.01,2000.34,1149.93
2019-04-23,2357.38,2829.45,3561.68,1519.54,151.09,2016.11,1157.4
2019-04-22,2361.98,2826.38,3549.84,1511.37,150.96,2019.04,1154.29
2019-04-19,2372.65,2835.01,3550.54,1504.54,151.34,2019.64,1139.75
2019-04-18,2354.26,2833.44,3558.73,1503.56,152.28,2011.31,1145.28
2019-04-17,2377.4,2815.3,3600.17,1519.82,152.9,2029.8,1150.07
2019-04-16,2357.14,2766.64,3633.52,1517.42,150.99,2025.78,1151.59
2019-04-15,2350.87,2768.99,3574.01,1529.42,151.5,2034.57,1156.8
2019-04-12,2309.07,2747.43,3525.72,1506.34,148.97,1998.16,1145.33
2019-04-11,2310.83,2734.97,3482.86,1506.91,148.78,2010.22,1150.2
2019-04-10,2319.07,2740.54,3468.2,1509.94,150.58,2007.14,1145.76
2019-04-09,2345.32,2757.13,3476.28,1525.09,151.89,2013.54,1146.75
2019-04-08,2307.07,2745.29,3486.55,1530.54,152.5,2017.29,1164.53
2019-04-05,2313.51,2769.57,3497.88,1533.6,153.98,2014.43,1172.1
2019-04-04,2290.18,2746.89,3499.66,1525.3,153.24,2005.48,1180.25
2019-04-03,2278.92,2723.4,3499.97,1525.94,153.59,1998.33,1181.85
2019-04-02,2247.09,2704.43,3478.99,1519.35,152.82,1971.42,1176.24
2019-04-01,2227.43,2679.7,3523.76,1524.77,150.99,1981.9,1199.99
2019-03-29,2186.6,2620.32,3493.45,1497.32,148.43,1948.75,1189.39
2019-03-28,2178.91,2624.8,3453.85,1491.23,148.91,1936.66,1181.75
2019-03-27,2215.32,2669.35,3506.8,1525.61,150.49,1973.19,1203.21
2019-03-26,2207.52,2713.27,3530.76,1555.41,153.35,1971.81,1206.55
2019-03-25,2155.09,2647.86,3475.75,1512.85,150.28,1920.53,1176.46
2019-03-22,2209.48,2713.44,3561.84,1550.68,154.24,1973.68,1197.6
2019-03-20,2196.57,2698.94,3542.69,1545.48,154.78,1973.56,1199.97
2019-03-19,2190.24,2687.48,3556.57,1527.44,154.33,1967.09,1202.58
2019-03-18,2186.47,2685.6,3569.09,1527.28,153.84,1976.27,1221.71
2019-03-15,2168.63,2672.49,3549.41,1517.92,153.24,1949.99,1218.52
2019-03-14,2155.72,2647.37,3521.77,1503.25,151.39,1927.43,1207.76
2019-03-13,2166.7,2657.35,3516.94,1505.69,151.23,1950.49,1210.37
2019-03-12,2195.33,2680.98,3552.25,1519.51,152.14,1962.04,1219.97
2019-03-11,2147.74,2657.32,3504.56,1496.8,149.91,1935.9,1202.99
2019-03-08,2138.61,2639.82,3477.32,1486.05,149.36,1918.45,1192.13
2019-03-07,2188.7,2683.33,3529.33,1506.49,152.82,1951.93,1211.86
2019-03-06,2226.72,2710.68,3540.3,1516.15,154.99,1971.47,1213.66
2019-03-05,2228.5,2720.92,3547.18,1518.32,155.73,1968.91,1225.45
2019-03-04,2242.96,2749.29,3571.76,1523.67,155.26,1976.92,1234.26
2019-03-01,2200.44,2762.92,3541.32,1518.35,154.87,1955.24,1236.65
2019-02-28,2183.72,2763.58,3533.56,1516.07,154.12,1944.77,1227.09
2019-02-27,2218.18,2790.98,3546.91,1523.55,154.39,1969.97,1234.85
2019-02-26,2227.67,2792.71,3527.71,1523.59,154.54,1966.23,1224.52
2019-02-25,2249.14,2788.62,3530.43,1529.82,155.3,1966.79,1230.98
2019-02-22,2216.63,2764.0,3508.25,1528.15,154.74,1956.85,1225.86
2019-02-21,2211.06,2761.68,3497.09,1541.85,156.1,1952.14,1231.24
2019-02-20,2206.42,2767.03,3512.27,1545.81,156.19,1954.0,1228.2
2019-02-19,2203.38,2743.38,3487.51,1529.3,156.09,1945.7,1229.81
2019-02-18,2203.22,2736.63,3489.84,1525.3,155.83,1940.31,1226.52
2019-02-15,2171.54,2703.74,3462.01,1500.8,152.58,1906.34,1200.73
2019-02-14,2190.22,2721.65,3514.32,1505.14,153.82,1914.7,1203.08
2019-02-13,2196.74,2719.87,3508.02,1503.72,154.23,1917.35,1200.46
2019-02-12,2158.08,2700.44,3447.16,1486.37,153.12,1885.4,1198.78
2019-02-08,2098.53,2629.15,3404.72,1458.57,149.9,1835.99,1178.58
2019-02-07,2148.15,2684.54,3424.67,1500.34,152.65,1891.61,1194.51
2019-02-06,2156.1,2715.09,3337.28,1521.0,154.0,1917.61,1216.08
2019-02-05,2154.65,2734.42,3357.23,1523.61,153.95,1903.02,1219.02
2019-02-04,2145.7,2738.62,3372.37,1506.9,154.17,1883.88,1222.03
2019-02-01,2140.36,2731.97,3328.6,1488.24,152.1,1863.82,1209.9
2019-01-31,2120.85,2740.81,3331.76,1501.93,156.24,1859.12,1204.47
2019-01-30,2076.83,2717.86,3291.73,1486.72,154.93,1842.11,1195.31
2019-01-29,2078.66,2738.67,3298.6,1486.21,155.83,1839.12,1204.74
2019-01-28,2104.93,2745.17,3267.37,1484.67,155.72,1842.75,1193.39
2019-01-25,2100.08,2772.43,3307.69,1496.37,156.83,1847.09,1196.23
2019-01-24,2052.79,2742.27,3276.35,1487.21,156.15,1817.82,1194.26
2019-01-23,2034.2,2739.04,3256.75,1483.55,154.51,1800.19,1196.8
2019-01-22,2048.14,2760.34,3242.64,1495.44,155.06,1817.04,1209.87
2019-01-21,2076.87,2774.59,3250.75,1510.67,156.27,1836.08,1206.13
2019-01-18,2054.17,2755.56,3255.76,1488.1,154.44,1823.53,1203.71
2019-01-17,2033.33,2742.37,3237.94,1474.93,153.53,1808.67,1195.25
2019-01-16,2031.53,2747.38,3226.01,1467.94,152.32,1798.33,1202.9
2019-01-15,2045.22,2757.99,3217.38,1478.23,153.51,1808.23,1207.64
2019-01-11,2000.6,2734.72,3198.18,1465.36,152.21,1791.82,1208.08
2019-01-10,1972.74,2698.52,3197.0,1464.31,151.67,1780.36,1223.16
2019-01-09,2006.48,2699.45,3219.01,1469.07,151.93,1820.25,1246.41
2019-01-08,1988.01,2670.55,3194.25,1453.96,150.91,1806.61,1231.57
2019-01-07,1973.65,2636.05,3135.5,1455.64,149.6,1820.9,1238.26
2019-01-04,1890.64,2549.85,3080.98,1417.0,147.11,1775.06,1220.09
2018-12-28,1973.91,2592.41,3094.69,1428.03,146.73,1828.42,1216.68
2018-12-27,1979.38,2595.58,3099.41,1428.94,147.16,1828.96,1244.59
2018-12-26,1889.34,2475.9,2956.68,1350.53,142.25,1729.41,1190.44
2018-12-25,1862.1,2445.07,2926.98,1333.38,141.65,1705.12,1173.97
2018-12-21,1968.06,2587.88,3089.59,1406.98,146.63,1788.82,1227.32
2018-12-20,1989.0,2659.29,3135.24,1435.88,149.9,1816.88,1259.93
2018-12-19,2059.42,2721.49,3228.09,1471.06,153.38,1865.39,1291.5
2018-12-18,2063.6,2717.21,3240.56,1485.03,155.22,1860.15,1307.64
2018-12-17,2106.28,2736.87,3332.07,1508.04,157.49,1890.17,1337.33
2018-12-14,2104.82,2736.38,3321.88,1515.24,157.17,1890.05,1331.75
2018-12-13,2145.53,2772.05,3390.82,1528.72,159.39,1917.69,1346.76
2018-12-12,2133.7,2754.91,3395.53,1512.43,158.4,1911.98,1338.6
2018-12-11,2073.64,2695.3,3354.65,1481.15,156.89,1874.2,1330.78
2018-12-10,2107.47,2732.42,3321.92,1496.21,159.32,1892.61,1326.58
2018-12-07,2161.59,2769.22,3386.42,1518.84,161.37,1937.02,1351.4
2018-12-06,2153.27,2765.06,3367.87,1509.7,162.17,1923.91,1324.08
2018-12-05,2219.33,2793.53,3442.44,1534.61,163.88,1966.16,1334.47
2018-12-04,2247.68,2819.94,3436.82,1535.42,166.16,1988.58,1334.81
2018-12-03,2306.04,2870.14,3508.69,1577.72,170.44,2029.72,1365.62
2018-11-30,2260.51,2801.58,3484.06,1551.28,168.75,1998.43,1363.5
2018-11-29,2256.91,2800.45,3458.94,1542.43,169.05,1985.58,1356.98
2018-11-28,2247.84,2783.21,3465.46,1532.57,168.25,1988.16,1362.99
2018-11-27,2214.01,2806.13,3410.69,1535.97,168.77,1965.98,1358.38
2018-11-26,2188.06,2771.24,3359.02,1530.46,166.29,1956.25,1357.01
2018-11-22,2179.63,2762.73,3355.14,1524.51,167.24,1949.96,1346.04
2018-11-21,2176.48,2735.13,3317.96,1514.72,167.72,1932.72,1327.04
2018-11-20,2169.43,2744.94,3324.61,1544.07,168.97,1933.48,1337.45
2018-11-19,2217.04,2738.85,3379.44,1534.13,168.38,1949.19,1345.41
2018-11-16,2182.69,2737.04,3323.04,1532.41,171.66,1928.81,1346.92
2018-11-15,2213.39,2754.31,3353.08,1535.5,171.96,1946.27,1346.47
2018-11-14,2222.22,2769.96,3350.51,1533.64,175.59,1935.41,1341.98
2018-11-13,2215.11,2729.53,3335.8,1544.92,174.16,1906.52,1354.53
2018-11-12,2274.85,2796.18,3354.13,1580.27,177.56,1949.08,1370.67
2018-11-09,2297.3,2800.29,3358.43,1580.34,178.8,1950.95,1368.46
2018-11-08,2321.08,2796.03,3399.58,1587.88,178.56,1973.59,1370.37
2018-11-07,2303.75,2777.19,3323.28,1555.8,175.41,1941.94,1343.63
2018-11-06,2310.05,2793.94,3284.7,1583.15,176.44,1948.03,1338.97
2018-11-05,2293.93,2738.18,3283.96,1546.24,174.67,1936.82,1323.5
2018-11-02,2321.79,2773.37,3319.15,1580.63,175.45,1974.13,1337.43
2018-11-01,2260.09,2773.2,3204.2,1554.41,175.46,1921.22,1316.29
2018-10-31,2247.03,2792.44,3492.52,1569.88,174.95,1912.59,1322.2
2018-10-30,2160.8,2724.84,3386.36,1544.21,171.56,1869.4,1301.41
2018-10-29,2103.99,2698.63,3380.74,1526.57,168.07,1840.0,1281.41
2018-10-26,2124.69,2723.76,3447.37,1519.89,168.79,1832.64,1283.27
2018-10-25,2144.25,2685.3,3482.92,1521.47,168.0,1848.59,1292.17
2018-10-24,2232.29,2759.13,3589.13,1571.5,171.5,1913.37,1323.82
2018-10-23,2231.95,2760.05,3567.21,1575.99,173.62,1925.12,1307.21
2018-10-22,2292.68,2791.0,3653.71,1622.63,177.53,1996.59,1338.79
2018-10-19,2287.61,2797.96,3666.3,1619.34,177.19,1978.39,1334.55
2018-10-18,2308.05,2827.51,3702.73,1630.57,178.1,1992.36,1339.13
2018-10-17,2345.46,2831.73,3705.87,1646.27,177.92,2028.78,1333.74
2018-10-16,2299.79,2807.03,3640.24,1631.68,175.29,2003.46,1316.99
2018-10-15,2277.33,2775.43,3572.52,1616.1,173.92,2005.18,1319.79
2018-10-12,2303.61,2835.54,3685.57,1632.52,177.34,2041.72,1339.94
2018-10-11,2280.09,2830.49,3638.01,1643.95,179.19,2025.7,1355.11
2018-10-10,2383.47,2915.06,3765.59,1711.36,186.46,2113.64,1380.77
2018-10-09,2388.57,2931.04,3793.67,1710.8,184.66,2140.99,1364.87
2018-10-05,2456.38,3013.44,3864.79,1726.53,187.77,2184.28,1377.45
2018-10-04,2487.83,3031.56,3883.35,1728.91,185.68,2221.68,1381.66
2018-10-03,2491.24,3015.51,3907.21,1711.04,181.89,2246.92,1392.9
2018-10-02,2528.78,3098.12,3964.26,1726.67,184.58,2268.65,1395.51
2018-10-01,2521.49,3067.05,3996.16,1711.33,184.06,2259.39,1395.5
2018-09-28,2512.05,3091.63,3985.33,1689.31,184.11,2248.46,1402.76
2018-09-27,2478.91,3063.43,3923.91,1668.12,183.42,2214.37,1395.86
2018-09-26,2532.64,3064.04,3972.76,1688.24,185.45,2240.75,1411.45
2018-09-25,2519.22,3116.25,3959.67,1706.44,188.87,2218.1,1396.27
2018-09-21,2498.44,3090.73,3927.77,1688.95,187.85,2173.4,1385.17
2018-09-20,2483.98,3057.94,3886.44,1666.28,184.74,2169.78,1378.38
2018-09-19,2495.21,3055.81,3899.79,1658.55,182.06,2181.26,1379.42
2018-09-18,2450.61,3013.88,3866.99,1626.19,179.21,2158.39,1366.07
2018-09-14,2436.58,2950.95,3821.88,1598.8,176.26,2098.22,1346.73
2018-09-13,2367.86,2922.41,3817.8,1575.4,174.91,2064.98,1340.54
2018-09-12,2362.83,2876.46,3751.46,1545.21,172.99,2053.65,1317.37
2018-09-11,2405.06,2895.65,3708.5,1548.62,174.79,2076.67,1305.31
2018-09-10,2390.71,2874.51,3672.52,1543.71,174.81,2064.06,1294.97
2018-09-07,2388.05,2870.81,3652.04,1541.37,173.52,2072.18,1297.44
2018-09-06,2430.67,2897.09,3649.8,1542.95,174.5,2084.17,1293.37
2018-09-05,2450.87,2912.22,3676.11,1547.8,174.7,2096.45,1306.62
2018-09-04,2464.94,2930.04,3746.3,1553.5,175.55,2124.78,1315.87
2018-09-03,2465.36,2951.91,3743.73,1560.82,175.98,2122.88,1312.68
2018-08-31,2504.78,2988.39,3748.18,1573.18,177.34,2148.91,1305.79
2018-08-30,2507.9,3017.42,3732.04,1575.12,179.4,2153.94,1306.11
2018-08-29,2503.02,3045.17,3720.67,1579.36,180.01,2149.86,1301.89
2018-08-28,2487.02,3025.94,3725.43,1567.06,177.41,2138.03,1312.94
2018-08-27,2476.94,2994.69,3721.6,1564.33,177.16,2135.48,1322.91
2018-08-24,2428.88,2951.67,3712.26,1546.22,175.86,2098.12,1307.78
2018-08-23,2417.42,2952.51,3648.41,1536.47,174.99,2086.37,1293.9
2018-08-22,2419.03,3006.49,3624.18,1541.93,175.53,2077.42,1279.76
2018-08-21,2393.54,2945.33,3633.59,1518.62,175.43,2056.27,1275.72
2018-08-20,2401.1,2955.62,3703.77,1532.57,176.37,2049.7,1278.87
2018-08-17,2408.43,2966.72,3732.41,1545.36,176.27,2053.17,1287.31
2018-08-16,2394.76,2957.58,3731.14,1530.11,173.72,2044.18,1281.11
2018-08-15,2408.7,2962.24,3779.09,1547.18,172.54,2074.07,1296.43
2018-08-14,2432.81,2984.88,3806.04,1557.85,173.71,2096.05,1303.49
2018-08-13,2387.72,2943.05,3706.49,1538.11,172.9,2062.57,1286.42
2018-08-10,2462.99,3005.38,3773.74,1567.59,177.03,2119.68,1303.34
2018-08-09,2508.14,3017.67,3846.98,1584.6,179.05,2151.68,1312.59
2018-08-08,2508.76,3055.76,3848.26,1593.38,179.81,2122.78,1316.72
2018-08-07,2493.32,3073.14,3787.71,1588.34,178.74,2143.26,1313.32
2018-08-06,2469.5,3050.72,3701.67,1575.92,179.39,2144.91,1311.12
2018-08-03,2496.09,3055.43,3672.47,1580.38,182.5,2154.13,1310.96
2018-08-02,2499.63,3049.4,3668.85,1591.8,185.55,2162.35,1308.8
2018-08-01,2512.52,3100.97,3723.89,1604.89,186.66,2193.09,1323.5
2018-07-31,2482.66,3057.79,3703.64,1577.38,181.62,2159.32,1325.95
2018-07-30,2489.94,3099.81,3709.76,1600.13,186.8,2180.8,1335.04
2018-07-27,2507.05,3085.82,3736.56,1608.16,183.8,2193.78,1344.43
2018-07-26,2494.32,3073.22,3712.77,1596.39,182.86,2163.45,1342.08
2018-07-25,2489.95,3050.54,3717.47,1579.75,181.54,2143.2,1329.88
2018-07-24,2472.17,3050.1,3721.85,1566.69,181.68,2114.3,1329.81
2018-07-23,2454.82,3028.57,3720.62,1560.56,180.74,2111.27,1328.05
2018-07-20,2479.09,3067.58,3765.67,1569.58,174.7,2131.17,1340.57
2018-07-19,2494.23,3080.19,3754.15,1585.13,175.41,2140.09,1336.44
2018-07-18,2483.62,3077.04,3763.91,1586.31,173.7,2158.61,1351.9
2018-07-17,2474.85,3041.17,3741.06,1577.01,173.49,2158.57,1345.3
2018-07-13,2485.23,3000.37,3734.27,1569.22,171.35,2134.72,1326.66
2018-07-12,2443.24,2979.59,3680.59,1553.64,171.14,2097.97,1310.61
2018-07-11,2443.83,2950.75,3606.98,1562.12,170.83,2091.03,1303.41
2018-07-10,2469.92,2979.0,3612.12,1573.02,171.85,2101.67,1305.29
2018-07-09,2439.79,2968.55,3615.94,1568.11,170.66,2094.93,1309.35
2018-07-06,2393.79,2956.03,3548.31,1555.88,168.44,2065.26,1306.63
2018-07-05,2348.36,2923.26,3532.08,1527.47,167.32,2045.8,1306.93
2018-07-04,2389.56,2932.25,3547.89,1550.75,169.17,2070.84,1331.83
2018-07-03,2435.95,2938.46,3498.27,1537.87,169.57,2055.06,1317.38
2018-07-02,2430.46,2943.64,3493.45,1548.39,169.71,2062.78,1321.96
2018-06-29,2467.1,2995.25,3551.97,1573.99,172.33,2118.47,1371.01
2018-06-28,2461.2,2977.98,3545.78,1568.17,171.58,2111.77,1373.64
2018-06-27,2450.16,2960.35,3586.28,1572.52,172.3,2108.3,1386.08
2018-06-26,2451.71,2984.01,3563.98,1564.65,172.82,2099.88,1372.63
2018-06-25,2459.52,2981.38,3580.29,1564.75,171.16,2095.44,1382.54
2018-06-22,2483.16,3025.64,3623.12,1574.67,171.72,2110.11,1400.37
2018-06-21,2487.08,3074.29,3652.07,1577.41,172.11,2108.15,1400.49
2018-06-20,2479.79,3088.97,3619.06,1586.64,176.12,2109.97,1402.72
2018-06-19,2462.87,3090.08,3577.99,1595.35,177.1,2108.67,1392.14
2018-06-18,2496.73,3124.62,3644.81,1616.57,179.24,2166.81,1421.06
2018-06-15,2533.08,3150.4,3650.93,1637.98,181.56,2183.33,1429.47
2018-06-14,2516.63,3129.3,3626.62,1634.67,183.33,2187.89,1423.56
2018-06-13,2552.54,3165.41,3643.97,1651.63,183.2,2216.39,1436.07
2018-06-12,2549.16,3133.77,3612.53,1650.96,182.8,2213.11,1433.37
2018-06-11,2539.67,3151.1,3605.55,1651.86,182.82,2216.04,1416.16
2018-06-08,2537.03,3142.81,3584.69,1650.9,182.77,2213.83,1397.83
2018-06-07,2552.79,3160.02,3596.72,1661.72,184.37,2228.99,1393.53
2018-06-06,2533.42,3136.9,3596.65,1643.95,182.94,2188.71,1390.86
2018-06-05,2534.34,3112.35,3572.04,1634.62,183.96,2195.52,1387.97
2018-06-04,2527.1,3130.46,3545.42,1634.24,184.87,2185.56,1380.66
2018-06-01,2490.92,3034.2,3511.07,1597.95,180.41,2154.5,1367.87
2018-05-31,2484.02,2990.53,3522.71,1594.3,178.75,2171.87,1372.73
2018-05-30,2468.92,2967.97,3514.63,1577.54,178.63,2142.46,1370.38
2018-05-29,2509.71,3038.37,3518.73,1604.26,182.74,2178.79,1383.32
2018-05-28,2530.36,3059.22,3541.14,1611.91,184.3,2186.58,1383.97
2018-05-25,2520.06,3066.56,3551.29,1626.13,184.2,2182.02,1383.29
2018-05-24,2520.3,3098.46,3572.65,1638.83,185.62,2171.21,1384.53
2018-05-23,2560.88,3193.25,3610.29,1650.71,188.61,2193.78,1388.96
2018-05-22,2583.65,3223.52,3617.85,1674.89,189.95,2204.32,1389.35
2018-05-21,2587.79,3228.55,3618.26,1670.78,190.52,2207.06,1398.04
2018-05-18,2585.06,3227.54,3600.0,1670.58,192.0,2198.44,1397.18
2018-05-17,2577.67,3202.73,3589.44,1662.03,192.07,2181.31,1394.45
2018-05-16,2566.19,3198.25,3596.23,1647.03,190.66,2162.56,1398.77
2018-05-15,2578.79,3196.15,3635.67,1645.88,191.92,2162.82,1402.82
2018-05-14,2583.81,3201.64,3636.36,1644.16,189.73,2170.35,1401.2
2018-05-11,2566.31,3194.7,3612.4,1641.16,189.34,2137.88,1388.92
2018-05-10,2520.37,3171.59,3563.88,1629.05,188.32,2125.44,1373.13
2018-05-09,2514.04,3133.55,3574.83,1624.13,187.77,2112.86,1372.88
2018-05-08,2528.14,3106.68,3578.64,1633.58,187.23,2110.58,1381.03
2018-05-07,2520.84,3114.74,3556.83,1621.47,185.93,2100.29,1386.88
2018-05-02,2523.57,3121.53,3556.17,1625.47,186.15,2103.15,1379.47
2018-05-01,2517.05,3152.25,3577.7,1629.9,185.8,2100.63,1382.16
2018-04-27,2531.18,3145.19,3580.12,1622.76,189.63,2110.55,1375.24
2018-04-26,2543.68,3158.01,3521.47,1615.63,191.66,2111.08,1363.48
2018-04-25,2517.58,3146.94,3519.75,1615.69,192.79,2107.09,1358.44
2018-04-24,2546.64,3132.96,3510.48,1613.33,192.17,2115.91,1357.96
2018-04-23,2511.3,3075.35,3502.17,1593.51,188.3,2098.68,1351.59
2018-04-20,2519.6,3072.4,3514.67,1586.53,185.32,2108.94,1350.32
2018-04-19,2532.41,3068.32,3505.02,1578.96,184.81,2120.34,1345.82
2018-04-18,2536.89,3076.31,3513.34,1566.17,184.19,2115.24,1355.12
2018-04-17,2499.36,3065.31,3456.51,1555.71,184.1,2086.84,1337.77
2018-04-16,2506.23,3080.09,3470.16,1562.25,185.93,2088.73,1334.77
2018-04-13,2504.09,3075.77,3453.32,1556.51,186.17,2080.19,1320.47
2018-04-12,2471.42,3049.2,3457.09,1547.36,182.66,2071.0,1329.95
2018-04-11,2495.29,3060.12,3457.25,1553.78,183.38,2074.98,1324.27
2018-04-10,2484.67,3058.71,3474.67,1544.18,182.97,2096.19,1349.63
2018-04-09,2455.26,3016.87,3475.68,1525.37,182.33,2091.43,1362.09
2018-04-06,2451.73,3021.54,3457.61,1530.04,180.5,2084.84,1357.34
2018-04-05,2470.24,3034.14,3452.95,1528.54,181.37,2095.91,1346.49
2018-04-04,2445.95,3020.22,3427.82,1513.23,177.96,2067.33,1334.65
2018-04-03,2470.68,2993.78,3417.15,1510.65,178.94,2080.99,1318.1
2018-04-02,2494.48,3011.85,3427.46,1522.0,179.23,2074.94,1310.29
2018-03-30,2500.73,3024.5,3437.15,1532.4,181.06,2072.85,1313.48
2018-03-29,2469.77,3014.66,3407.13,1517.16,181.2,2056.74,1300.85
2018-03-28,2479.98,3013.79,3399.33,1511.42,181.83,2043.42,1288.48
2018-03-27,2513.22,3037.62,3454.14,1538.84,184.07,2048.39,1288.58
2018-03-26,2443.21,2936.18,3395.45,1485.34,179.19,1988.66,1261.84
2018-03-23,2440.37,2919.85,3384.69,1489.58,178.78,1957.95,1260.95
2018-03-22,2547.55,3039.95,3508.98,1540.94,184.0,2043.82,1297.94
2018-03-20,2520.11,3037.12,3501.67,1531.23,183.92,2023.74,1289.03
2018-03-19,2547.21,3026.87,3508.24,1523.61,183.03,2041.86,1300.91
2018-03-16,2583.66,3052.8,3528.63,1545.75,184.93,2067.26,1304.91
2018-03-15,2606.88,3070.26,3528.38,1550.83,186.09,2083.73,1306.85
2018-03-14,2602.98,3072.11,3515.57,1552.53,187.57,2082.57,1296.31
2018-03-13,2615.56,3085.18,3531.5,1559.54,188.38,2089.7,1307.19
2018-03-12,2591.28,3086.35,3508.8,1558.42,187.86,2085.33,1298.16
2018-03-09,2549.5,3017.39,3479.85,1526.09,183.96,2057.92,1284.81
2018-03-08,2528.58,3028.6,3468.56,1525.18,184.52,2039.37,1289.1
2018-03-07,2497.69,3019.42,3455.42,1530.62,183.93,2047.52,1293.7
2018-03-06,2526.82,3056.89,3460.09,1540.66,186.39,2062.32,1292.45
2018-03-05,2487.49,3020.19,3425.6,1526.27,185.11,2015.41,1276.09
2018-03-02,2522.87,3071.11,3414.27,1546.54,186.38,2041.92,1269.33
2018-03-01,2574.9,3151.11,3477.21,1573.85,188.51,2078.03,1283.39
2018-02-28,2616.79,3208.14,3508.72,1599.26,191.91,2121.59,1294.94
2018-02-27,2651.89,3266.77,3550.62,1614.57,195.47,2139.86,1298.26
2018-02-26,2595.44,3229.88,3531.97,1606.12,193.99,2115.53,1294.47
2018-02-23,2578.33,3207.08,3482.49,1585.4,192.95,2095.28,1286.84
2018-02-22,2558.79,3175.09,3456.44,1567.16,191.94,2081.65,1291.08
2018-02-21,2582.01,3209.29,3460.29,1579.26,193.02,2099.52,1298.18
2018-02-20,2562.13,3194.74,3471.24,1590.65,195.57,2092.84,1298.67
2018-02-19,2589.11,3233.46,3481.0,1597.58,197.73,2110.92,1302.26
2018-02-16,2540.32,3163.61,3409.52,1545.72,193.34,2062.91,1278.37
2018-02-15,2525.49,3139.77,3381.27,1533.13,192.09,2027.1,1267.13
2018-02-14,2483.48,3124.15,3347.96,1522.79,189.34,2026.69,1264.28
2018-02-13,2511.64,3185.68,3397.86,1533.89,190.93,2036.8,1263.81
2018-02-09,2520.25,3238.08,3431.34,1556.5,193.39,2043.12,1265.83
2018-02-08,2583.27,3291.5,3461.09,1574.51,198.16,2086.98,1280.77
2018-02-07,2558.03,3234.22,3437.02,1562.43,196.93,2056.81,1267.47
2018-02-06,2550.51,3215.36,3409.9,1567.24,197.07,2036.11,1259.54
2018-02-05,2668.25,3320.94,3556.07,1640.9,204.47,2154.45,1310.36
2018-02-02,2734.98,3351.38,3621.51,1676.42,208.76,2210.41,1337.56
2018-02-01,2750.86,3345.97,3641.88,1660.49,210.73,2216.38,1332.82
2018-01-31,2716.45,3295.56,3582.28,1622.75,202.77,2171.1,1308.67
2018-01-30,2731.45,3352.79,3621.82,1647.06,206.21,2202.3,1320.87
2018-01-29,2781.41,3371.86,3662.74,1671.07,207.95,2234.52,1331.17
2018-01-26,2781.74,3358.93,3657.5,1662.79,207.71,2221.38,1331.84
2018-01-25,2789.04,3366.23,3664.24,1676.53,210.14,2217.63,1328.61
2018-01-24,2830.45,3408.17,3682.12,1678.75,213.09,2240.31,1336.13
2018-01-23,2880.25,3435.02,3682.45,1675.47,216.36,2254.97,1328.99
2018-01-22,2854.06,3397.55,3639.02,1669.09,213.96,2234.43,1318.86
2018-01-19,2851.02,3410.72,3623.41,1677.68,214.51,2228.43,1316.09
2018-01-18,2830.74,3392.83,3612.66,1661.01,213.01,2221.55,1310.85
2018-01-17,2829.8,3423.7,3651.32,1681.98,215.72,2250.26,1322.3
2018-01-16,2827.29,3415.82,3660.71,1695.17,218.06,2255.01,1325.86
2018-01-15,2785.35,3388.68,3617.27,1695.79,218.22,2230.79,1318.55
2018-01-12,2771.99,3379.55,3596.7,1687.82,215.16,2221.7,1314.87
2018-01-11,2777.34,3403.45,3653.47,1693.71,216.6,2235.3,1327.44
2018-01-10,2784.27,3427.45,3673.11,1683.4,215.71,2249.76,1335.36
2018-01-09,2789.35,3376.78,3691.93,1679.22,212.91,2272.46,1340.45
2018-01-05,2759.31,3380.3,3688.71,1675.2,212.86,2253.75,1340.65
2018-01-04,2721.03,3330.88,3684.49,1664.79,209.51,2235.74,1343.04
2017-12-29,2627.18,3253.42,3596.59,1619.01,203.69,2172.79,1323.52
2017-12-28,2634.98,3251.37,3606.5,1617.67,202.26,2183.02,1327.09
2017-12-27,2651.76,3271.65,3623.6,1620.34,205.06,2192.36,1330.47
2017-12-26,2658.7,3260.34,3619.71,1603.2,204.81,2194.41,1323.98
2017-12-25,2677.99,3271.62,3622.02,1612.97,205.35,2203.51,1319.24
2017-12-22,2665.94,3269.31,3619.98,1610.09,207.15,2187.51,1325.66
2017-12-21,2654.85,3260.38,3620.36,1587.42,205.04,2185.53,1327.96
2017-12-20,2646.37,3244.48,3615.91,1585.19,207.33,2188.41,1331.94
2017-12-19,2635.65,3232.0,3632.18,1559.69,203.51,2178.45,1338.0
2017-12-18,2636.21,3211.24,3651.09,1554.03,203.95,2184.99,1338.17
2017-12-15,2583.08,3150.13,3626.57,1533.41,199.23,2144.65,1337.46
2017-12-14,2596.79,3185.72,3744.77,1544.0,201.51,2153.51,1332.48
