"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2023-10-19","527.90","520.59","528.89","520.08","","0.76%"
"2023-10-18","523.94","530.67","530.67","521.63","","-0.50%"
"2023-10-17","526.57","530.74","531.81","523.43","","-0.17%"
"2023-10-16","527.47","529.50","533.24","525.77","","-0.12%"
"2023-10-13","528.12","531.28","531.75","526.02","","-1.44%"
"2023-10-12","535.81","539.30","539.46","535.44","","-0.51%"
"2023-10-11","538.58","537.21","542.35","534.71","","0.01%"
"2023-10-10","538.53","539.20","542.35","534.98","","1.02%"
"2023-10-06","533.08","526.07","537.42","521.34","","1.45%"
"2023-10-05","525.48","517.96","525.51","515.90","","2.25%"
"2023-10-04","513.90","519.97","520.35","511.87","","-2.58%"
"2023-10-03","527.53","537.13","537.13","527.01","","-2.33%"
"2023-10-02","540.10","546.69","551.05","540.10","","-0.70%"
"2023-09-29","543.93","557.30","557.30","540.71","","-2.66%"
"2023-09-28","558.80","557.13","563.69","556.85","","-0.78%"
"2023-09-27","563.20","560.52","563.39","553.50","","0.18%"
"2023-09-26","562.20","560.62","563.69","557.62","","0.53%"
"2023-09-25","559.26","561.24","561.75","557.53","","-0.51%"
"2023-09-22","562.15","555.78","564.84","553.12","","0.29%"
"2023-09-21","560.53","561.19","564.92","558.73","","0.03%"
"2023-09-20","560.34","573.31","573.31","558.73","","-2.11%"
"2023-09-19","572.43","562.99","572.55","560.05","","1.92%"
"2023-09-15","561.66","556.94","566.18","555.99","","1.98%"
"2023-09-14","550.74","544.25","551.24","543.86","","1.74%"
"2023-09-13","541.31","539.30","544.44","538.41","","0.64%"
"2023-09-12","537.85","537.91","538.90","534.01","","1.03%"
"2023-09-11","532.37","532.69","534.05","526.83","","0.94%"
"2023-09-08","527.40","536.31","536.91","527.27","","-0.58%"
"2023-09-07","530.50","525.23","532.09","525.00","","1.32%"
"2023-09-06","523.61","525.41","526.39","521.89","","-0.33%"
"2023-09-05","525.34","527.08","527.45","522.23","","0.18%"
"2023-09-04","524.39","519.16","524.39","517.71","","1.08%"
"2023-09-01","518.80","510.80","519.85","510.65","","0.84%"
"2023-08-31","514.49","510.73","515.73","510.66","","0.38%"
"2023-08-30","512.52","513.41","515.16","511.42","","-0.40%"
"2023-08-29","514.56","517.88","520.83","513.92","","0.08%"
"2023-08-28","514.16","514.14","517.07","513.82","","1.19%"
"2023-08-25","508.11","506.74","508.49","504.44","","-0.15%"
"2023-08-24","508.85","506.00","510.52","505.94","","0.48%"
"2023-08-23","506.41","498.95","506.41","497.91","","1.54%"
"2023-08-22","498.75","492.67","498.75","492.67","","1.39%"
"2023-08-21","491.90","494.25","498.39","491.82","","0.10%"
"2023-08-18","491.40","488.45","493.07","487.48","","0.06%"
"2023-08-17","491.09","495.20","495.43","485.12","","-1.15%"
"2023-08-16","496.81","494.86","499.71","494.37","","-0.74%"
"2023-08-15","500.50","502.33","504.30","497.43","","-0.50%"
"2023-08-14","503.04","502.76","510.82","501.83","","0.85%"
"2023-08-10","498.79","489.90","498.79","485.79","","2.18%"
"2023-08-09","488.17","494.50","494.51","485.01","","-1.51%"
"2023-08-08","495.64","494.49","496.30","488.31","","0.73%"
"2023-08-07","492.03","490.24","502.12","486.83","","-0.16%"
"2023-08-04","492.80","498.82","501.17","491.85","","-0.92%"
"2023-08-03","497.38","494.16","500.33","486.74","","0.05%"
"2023-08-02","497.13","495.50","498.61","493.00","","-0.38%"
"2023-08-01","499.03","494.39","501.55","493.61","","0.26%"
"2023-07-31","497.73","496.52","500.85","495.68","","1.55%"
"2023-07-28","490.11","489.76","493.56","485.93","","-0.83%"
"2023-07-27","494.20","488.51","494.55","485.10","","0.78%"
"2023-07-26","490.36","482.93","490.77","480.95","","1.62%"
"2023-07-25","482.53","482.56","487.97","480.91","","0.48%"
"2023-07-24","480.21","472.57","480.21","470.32","","1.72%"
"2023-07-21","472.10","469.73","472.61","467.89","","1.25%"
"2023-07-20","466.26","465.37","467.75","464.57","","0.36%"
"2023-07-19","464.60","463.57","465.74","462.34","","0.95%"
"2023-07-18","460.25","462.51","464.46","458.64","","-0.25%"
"2023-07-14","461.41","464.47","464.47","459.53","","-0.50%"
"2023-07-13","463.74","460.49","463.95","459.50","","0.99%"
