Date,Price,Open,High,Low,Vol.,Change %
2014-12-18,"1,376.32","1,377.77","1,389.69","1,374.39",272.88K,1.80%
2014-12-19,"1,409.61","1,399.92","1,409.61","1,396.48",270.93K,2.42%
2014-12-22,"1,413.05","1,415.97","1,417.27","1,407.29",218.84K,0.24%
2014-12-24,"1,426.02","1,428.27","1,429.32","1,423.80",213.94K,0.92%
2014-12-25,"1,421.26","1,422.53","1,424.24","1,418.83",160.30K,-0.33%
2014-12-26,"1,427.50","1,419.89","1,429.09","1,419.77",162.07K,0.44%
2014-12-29,"1,424.67","1,433.80","1,433.84","1,409.53",193.25K,-0.20%
2014-12-30,"1,407.51","1,423.98","1,424.16","1,407.51",166.70K,-1.20%
2015-01-05,"1,401.09","1,400.87","1,410.26","1,388.37",204.90K,-0.46%
2015-01-06,"1,361.14","1,377.53","1,377.88","1,361.14",268.84K,-2.85%
2015-01-07,"1,359.80","1,353.43","1,367.61","1,353.43",220.95K,-0.10%
2015-01-08,"1,377.67","1,374.91","1,383.79","1,370.99",247.17K,1.31%
2015-01-09,"1,380.58","1,386.72","1,387.24","1,375.02",250.32K,0.21%
2015-01-13,"1,374.69","1,364.26","1,374.69","1,353.96",2.20B,-0.43%
2015-01-14,"1,357.98","1,365.53","1,371.68","1,356.20",2.26B,-1.22%
2015-01-15,"1,376.60","1,361.29","1,379.90","1,360.33",2.51B,1.37%
2015-01-16,"1,363.73","1,354.45","1,363.74","1,343.29",2.71B,-0.93%
2015-01-19,"1,372.41","1,374.41","1,374.65","1,365.08",2.04B,0.64%
2015-01-20,"1,397.63","1,376.57","1,397.63","1,376.15",2.13B,1.84%
2015-01-21,"1,390.61","1,394.24","1,394.24","1,381.95",2.19B,-0.50%
2015-01-22,"1,389.43","1,390.97","1,391.92","1,380.47",1.97B,-0.08%
2015-01-23,"1,403.22","1,403.88","1,404.10","1,398.43",2.08B,0.99%
2015-01-26,"1,402.08","1,387.82","1,402.26","1,387.77",1.84B,-0.08%
2015-01-27,"1,426.38","1,414.53","1,426.38","1,413.56",2.19B,1.73%
2015-01-28,"1,429.92","1,414.36","1,433.35","1,414.36",2.31B,0.25%
2015-01-29,"1,413.58","1,419.00","1,424.49","1,411.31",2.41B,-1.14%
2015-01-30,"1,415.07","1,425.67","1,429.32","1,415.07",2.67B,0.11%
2015-02-02,"1,408.75","1,402.52","1,411.40","1,397.14",2.30B,-0.45%
2015-02-03,"1,392.39","1,415.51","1,415.99","1,387.38",2.76B,-1.16%
2015-02-04,"1,417.00","1,407.92","1,424.90","1,407.63",2.73B,1.77%
2015-02-05,"1,410.11","1,417.19","1,420.33","1,406.29",2.65B,-0.49%
2015-02-06,"1,417.19","1,422.61","1,422.86","1,414.95",2.21B,0.50%
2015-02-09,"1,424.92","1,429.93","1,430.00","1,418.85",2.01B,0.55%
2015-02-10,"1,427.72","1,424.10","1,427.72","1,419.93",2.00B,0.20%
2015-02-12,"1,449.39","1,446.22","1,455.26","1,444.51",2.77B,1.52%
2015-02-13,"1,449.38","1,449.12","1,453.26","1,445.88",2.56B,0.00%
2015-02-16,"1,459.43","1,459.05","1,463.86","1,455.34",2.47B,0.69%
2015-02-17,"1,462.07","1,455.71","1,463.41","1,453.14",2.32B,0.18%
2015-02-18,"1,482.67","1,473.84","1,483.55","1,472.92",2.72B,1.41%
2015-02-19,"1,494.93","1,485.18","1,496.08","1,485.12",2.65B,0.83%
2015-02-20,"1,500.33","1,499.47","1,501.16","1,493.56",2.41B,0.36%
2015-02-23,"1,502.83","1,510.90","1,512.71","1,495.57",2.49B,0.17%
2015-02-24,"1,508.28","1,501.09","1,508.28","1,496.97",2.32B,0.36%
2015-02-25,"1,507.62","1,512.66","1,513.40","1,504.72",2.21B,-0.04%
2015-02-26,"1,521.68","1,505.37","1,521.68","1,505.37",2.39B,0.93%
2015-02-27,"1,523.85","1,526.97","1,529.20","1,517.56",2.72B,0.14%
2015-03-02,"1,524.97","1,528.77","1,533.15","1,523.18",2.17B,0.07%
2015-03-03,"1,526.83","1,531.68","1,531.91","1,517.69",2.32B,0.12%
2015-03-04,"1,517.01","1,519.99","1,520.26","1,504.45",2.14B,-0.64%
2015-03-05,"1,523.72","1,515.01","1,524.31","1,514.72",1.82B,0.44%
2015-03-06,"1,540.84","1,526.54","1,540.85","1,525.93",2.13B,1.12%
2015-03-09,"1,531.76","1,534.53","1,536.39","1,524.53",1.80B,-0.59%
2015-03-10,"1,524.75","1,539.25","1,541.76","1,517.68",2.14B,-0.46%
2015-03-11,"1,525.67","1,515.52","1,531.71","1,515.52",1.93B,0.06%
2015-03-12,"1,546.63","1,529.99","1,548.27","1,529.20",2.18B,1.37%
2015-03-13,"1,560.33","1,555.43","1,566.03","1,550.25",3.20B,0.89%
2015-03-16,"1,558.21","1,559.01","1,565.67","1,554.57",1.98B,-0.14%
2015-03-17,"1,570.50","1,570.10","1,575.31","1,565.21",1.94B,0.79%
2015-03-18,"1,582.46","1,570.94","1,583.60","1,569.71",2.04B,0.76%
2015-03-19,"1,575.81","1,581.79","1,585.84","1,564.42",2.27B,-0.42%
2015-03-20,"1,580.51","1,577.25","1,580.66","1,568.88",2.13B,0.30%
2015-03-23,"1,592.25","1,586.38","1,594.71","1,583.13",1.89B,0.74%
2015-03-24,"1,587.59","1,587.88","1,590.39","1,579.26",2.09B,-0.29%
2015-03-25,"1,592.01","1,588.51","1,593.31","1,575.90",2.15B,0.28%
2015-03-26,"1,568.82","1,581.35","1,581.48","1,562.72",2.30B,-1.46%
2015-03-27,"1,552.78","1,557.24","1,575.31","1,538.75",2.57B,-1.02%
2015-03-30,"1,557.77","1,552.59","1,561.20","1,544.00",2.10B,0.32%
2015-03-31,"1,543.11","1,576.10","1,578.93","1,543.11",2.36B,-0.94%
2015-04-01,"1,528.99","1,536.70","1,541.30","1,519.41",2.51B,-0.92%
2015-04-02,"1,554.17","1,536.06","1,565.39","1,535.97",2.39B,1.65%
2015-04-03,"1,564.16","1,554.53","1,564.16","1,552.90",1.71B,0.64%
2015-04-06,"1,560.71","1,552.45","1,561.84","1,548.59",1.59B,-0.22%
2015-04-07,"1,578.55","1,572.72","1,583.50","1,571.44",2.10B,1.14%
2015-04-08,"1,588.47","1,586.78","1,593.74","1,582.29",2.29B,0.63%
2015-04-09,"1,594.19","1,592.49","1,595.75","1,588.47",1.99B,0.36%
2015-04-10,"1,589.54","1,596.52","1,596.81","1,584.33",2.05B,-0.29%
2015-04-13,"1,586.26","1,591.68","1,592.35","1,578.12",1.70B,-0.21%
2015-04-14,"1,590.82","1,583.07","1,591.65","1,583.05",1.73B,0.29%
2015-04-15,"1,588.81","1,584.91","1,593.44","1,584.73",1.95B,-0.13%
2015-04-16,"1,599.42","1,589.63","1,599.42","1,582.34",2.54B,0.67%
2015-04-17,"1,588.69","1,594.88","1,598.24","1,587.22",2.68B,-0.67%
2015-04-20,"1,582.68","1,574.90","1,591.14","1,569.29",2.08B,-0.38%
2015-04-21,"1,608.88","1,590.64","1,608.88","1,588.26",2.30B,1.66%
2015-04-22,"1,621.79","1,613.86","1,625.98","1,612.36",2.80B,0.80%
2015-04-23,"1,624.87","1,631.14","1,633.81","1,616.23",2.75B,0.19%
2015-04-24,"1,618.84","1,623.81","1,625.17","1,616.53",2.14B,-0.37%
2015-04-27,"1,619.07","1,621.29","1,622.76","1,612.50",1.87B,0.01%
2015-04-28,"1,627.43","1,623.89","1,630.53","1,623.62",2.09B,0.52%
2015-04-30,"1,592.79","1,612.58","1,613.60","1,587.67",2.72B,-2.13%
2015-05-01,"1,585.61","1,587.07","1,590.08","1,573.31",2.23B,-0.45%
2015-05-07,"1,574.64","1,574.61","1,585.59","1,571.43",2.37B,-0.69%
2015-05-08,"1,587.76","1,576.78","1,592.59","1,574.62",2.57B,0.83%
2015-05-11,"1,598.33","1,608.67","1,612.43","1,597.26",2.89B,0.67%
2015-05-12,"1,602.27","1,600.02","1,602.27","1,587.27",2.73B,0.25%
2015-05-13,"1,604.21","1,595.28","1,605.91","1,589.35",2.79B,0.12%
2015-05-14,"1,591.49","1,597.42","1,601.74","1,589.78",2.57B,-0.79%
2015-05-15,"1,607.11","1,601.05","1,608.07","1,595.46",2.55B,0.98%
2015-05-18,"1,626.66","1,612.36","1,626.66","1,611.91",2.76B,1.22%
2015-05-19,"1,633.33","1,631.50","1,638.02","1,629.50",2.58B,0.41%
2015-05-20,"1,643.40","1,644.43","1,650.85","1,641.18",2.57B,0.62%
2015-05-21,"1,646.80","1,646.78","1,656.05","1,643.39",2.52B,0.21%
2015-05-22,"1,647.85","1,647.91","1,648.51","1,638.52",2.07B,0.06%
2015-05-25,"1,659.15","1,655.80","1,660.37","1,653.17",2.05B,0.69%
2015-05-26,"1,659.57","1,659.99","1,662.75","1,656.23",1.91B,0.03%
2015-05-27,"1,661.33","1,655.72","1,665.49","1,653.23",2.55B,0.11%
2015-05-28,"1,672.76","1,671.14","1,679.78","1,667.30",3.12B,0.69%
2015-05-29,"1,673.65","1,671.14","1,680.39","1,669.93",3.29B,0.05%
2015-06-01,"1,678.56","1,662.55","1,680.40","1,661.72",2.49B,0.29%
2015-06-02,"1,674.21","1,682.48","1,683.19","1,669.85",2.77B,-0.26%
2015-06-03,"1,669.99","1,668.49","1,673.74","1,663.84",2.41B,-0.25%
2015-06-04,"1,673.89","1,674.38","1,676.69","1,669.31",2.49B,0.23%
2015-06-05,"1,667.06","1,664.45","1,668.96","1,658.99",2.33B,-0.41%
2015-06-08,"1,661.99","1,672.69","1,673.16","1,657.99",2.12B,-0.30%
2015-06-09,"1,634.37","1,649.08","1,652.86","1,634.13",2.37B,-1.66%
2015-06-10,"1,628.23","1,635.06","1,646.78","1,627.11",2.54B,-0.38%
2015-06-11,"1,648.88","1,640.27","1,651.93","1,639.43",2.12B,1.27%
2015-06-12,"1,651.48","1,653.55","1,653.55","1,645.52",2.68B,0.16%
2015-06-15,"1,651.92","1,638.10","1,653.19","1,637.62",1.70B,0.03%
2015-06-16,"1,639.86","1,646.10","1,649.32","1,637.58",1.99B,-0.73%
2015-06-17,"1,633.70","1,645.00","1,646.45","1,629.35",1.89B,-0.38%
2015-06-18,"1,616.66","1,631.85","1,632.49","1,616.66",2.02B,-1.04%
2015-06-19,"1,631.01","1,630.18","1,635.04","1,625.02",2.41B,0.89%
2015-06-22,"1,648.61","1,630.87","1,649.21","1,630.87",2.04B,1.08%
2015-06-23,"1,676.40","1,660.89","1,676.40","1,658.64",2.83B,1.69%
2015-06-24,"1,679.89","1,683.46","1,686.61","1,679.53",2.63B,0.21%
2015-06-25,"1,670.91","1,671.36","1,678.26","1,670.00",2.08B,-0.53%
2015-06-26,"1,667.03","1,667.68","1,672.06","1,656.81",2.19B,-0.23%
2015-06-29,"1,624.82","1,634.81","1,639.12","1,620.27",2.54B,-2.53%
2015-06-30,"1,630.40","1,626.21","1,633.27","1,621.61",2.58B,0.34%
2015-07-01,"1,636.41","1,635.06","1,638.25","1,628.01",2.17B,0.37%
2015-07-02,"1,648.24","1,653.30","1,656.56","1,646.26",2.24B,0.72%
2015-07-03,"1,652.09","1,648.78","1,654.85","1,644.62",2.18B,0.23%
2015-07-06,"1,620.36","1,626.79","1,634.57","1,614.80",2.42B,-1.92%
2015-07-07,"1,637.23","1,638.89","1,645.10","1,636.06",2.23B,1.04%
2015-07-08,"1,582.48","1,630.46","1,631.42","1,582.48",3.20B,-3.34%
2015-07-09,"1,579.89","1,554.90","1,580.56","1,526.09",3.71B,-0.16%
2015-07-10,"1,583.55","1,585.97","1,602.12","1,579.21",2.76B,0.23%
2015-07-13,"1,613.51","1,600.69","1,616.57","1,598.62",2.05B,1.89%
2015-07-14,"1,638.71","1,637.13","1,643.69","1,633.12",2.46B,1.56%
2015-07-15,"1,646.41","1,646.43","1,647.86","1,638.76",2.04B,0.47%
2015-07-16,"1,660.83","1,655.08","1,660.83","1,651.70",2.13B,0.88%
2015-07-17,"1,662.94","1,662.52","1,663.49","1,658.43",1.87B,0.13%
2015-07-21,"1,673.88","1,672.78","1,674.27","1,666.54",1.98B,0.66%
2015-07-22,"1,655.37","1,660.95","1,662.17","1,654.05",2.16B,-1.11%
2015-07-23,"1,664.88","1,662.51","1,665.72","1,658.53",1.84B,0.57%
2015-07-24,"1,655.86","1,661.00","1,662.95","1,653.70",1.80B,-0.54%
2015-07-27,"1,637.90","1,644.19","1,649.68","1,631.60",1.89B,-1.08%
2015-07-28,"1,629.46","1,620.49","1,638.65","1,612.56",2.17B,-0.52%
2015-07-29,"1,633.94","1,637.97","1,638.11","1,626.27",2.03B,0.27%
2015-07-30,"1,647.21","1,645.90","1,655.26","1,644.03",2.60B,0.81%
2015-07-31,"1,659.52","1,651.11","1,659.52","1,648.08",2.57B,0.75%
2015-08-03,"1,659.60","1,659.68","1,660.35","1,646.89",2.41B,0.00%
2015-08-04,"1,659.83","1,655.03","1,661.37","1,652.88",2.38B,0.01%
2015-08-05,"1,665.85","1,657.56","1,675.58","1,655.33",2.58B,0.36%
2015-08-06,"1,673.58","1,679.39","1,688.07","1,673.58",2.51B,0.46%
2015-08-07,"1,679.19","1,670.21","1,680.40","1,664.21",2.31B,0.34%
2015-08-10,"1,691.29","1,674.12","1,691.29","1,671.40",2.19B,0.72%
2015-08-11,"1,687.60","1,700.46","1,702.83","1,676.98",2.43B,-0.22%
2015-08-12,"1,665.75","1,680.32","1,685.77","1,655.46",2.54B,-1.29%
2015-08-13,"1,667.95","1,659.26","1,670.19","1,651.28",2.42B,0.13%
2015-08-14,"1,664.46","1,664.53","1,672.26","1,661.99",2.05B,-0.21%
2015-08-17,"1,672.87","1,670.86","1,677.56","1,666.85",1.71B,0.51%
2015-08-18,"1,672.22","1,674.52","1,678.10","1,671.36",1.80B,-0.04%
2015-08-19,"1,648.48","1,665.15","1,670.14","1,648.48",2.10B,-1.42%
2015-08-20,"1,623.88","1,642.27","1,643.36","1,623.84",2.12B,-1.49%
2015-08-21,"1,573.01","1,594.69","1,596.69","1,573.01",2.77B,-3.13%
2015-08-24,"1,480.87","1,542.25","1,545.04","1,480.87",3.95B,-5.86%
2015-08-25,"1,432.65","1,450.98","1,509.62","1,410.94",4.74B,-3.26%
2015-08-26,"1,478.97","1,442.55","1,485.77","1,435.09",3.45B,3.23%
2015-08-27,"1,500.41","1,505.42","1,523.55","1,496.81",2.82B,1.45%
2015-08-28,"1,549.80","1,529.82","1,555.85","1,529.23",2.96B,3.29%
2015-08-31,"1,537.05","1,541.85","1,544.98","1,525.09",2.47B,-0.82%
2015-09-01,"1,478.11","1,526.67","1,528.57","1,478.11",2.66B,-3.83%
2015-09-02,"1,465.99","1,452.99","1,495.74","1,446.70",2.94B,-0.82%
2015-09-03,"1,474.98","1,486.14","1,499.10","1,474.75",2.22B,0.61%
2015-09-04,"1,444.53","1,484.84","1,485.47","1,429.26",2.65B,-2.06%
2015-09-07,"1,445.65","1,432.23","1,454.92","1,416.99",2.38B,0.08%
2015-09-08,"1,416.71","1,447.47","1,450.97","1,415.28",2.23B,-2.00%
2015-09-09,"1,507.37","1,445.51","1,507.37","1,445.00",2.80B,6.40%
2015-09-10,"1,479.52","1,478.54","1,481.77","1,454.19",2.45B,-1.85%
2015-09-11,"1,480.23","1,467.06","1,488.11","1,465.00",2.82B,0.05%
2015-09-14,"1,462.41","1,486.20","1,487.28","1,459.90",1.85B,-1.20%
2015-09-15,"1,462.24","1,471.04","1,490.35","1,462.13",2.08B,-0.01%
2015-09-16,"1,472.60","1,479.65","1,482.26","1,466.60",1.89B,0.71%
2015-09-17,"1,491.91","1,485.56","1,494.53","1,479.01",1.93B,1.31%
2015-09-18,"1,462.38","1,480.60","1,480.70","1,459.02",2.41B,-1.98%
2015-09-20,"1,546.85","1,546.85","1,546.85","1,546.85",,5.78%
2015-09-24,"1,426.97","1,443.21","1,449.05","1,426.97",2.37B,-7.75%
2015-09-25,"1,453.81","1,431.06","1,453.92","1,423.13",2.64B,1.88%
2015-09-28,"1,438.67","1,447.16","1,454.27","1,431.11",1.93B,-1.04%
2015-09-29,"1,375.52","1,414.47","1,414.47","1,371.44",2.79B,-4.39%
2015-09-30,"1,411.16","1,396.92","1,418.91","1,396.25",2.58B,2.59%
2015-10-01,"1,442.74","1,422.36","1,450.44","1,414.20",2.31B,2.24%
2015-10-02,"1,444.92","1,430.99","1,446.61","1,427.17",1.89B,0.15%
2015-10-05,"1,463.92","1,461.02","1,469.94","1,453.84",1.90B,1.31%
2015-10-06,"1,475.84","1,486.55","1,491.64","1,472.43",2.44B,0.81%
2015-10-07,"1,493.17","1,478.26","1,496.76","1,471.56",2.33B,1.17%
2015-10-08,"1,481.40","1,491.57","1,499.64","1,479.48",2.31B,-0.79%
2015-10-09,"1,515.13","1,494.36","1,515.13","1,491.14",2.55B,2.28%
2015-10-13,"1,503.13","1,506.99","1,512.23","1,499.67",2.12B,-0.79%
2015-10-14,"1,470.83","1,489.45","1,491.53","1,467.45",2.43B,-2.15%
2015-10-15,"1,490.72","1,465.72","1,494.16","1,462.74",2.18B,1.35%
2015-10-16,"1,505.84","1,504.29","1,514.96","1,501.81",2.03B,1.01%
2015-10-19,"1,494.75","1,505.16","1,507.44","1,489.11",1.88B,-0.74%
2015-10-20,"1,499.28","1,503.64","1,503.71","1,495.01",1.78B,0.30%
2015-10-21,"1,526.81","1,497.23","1,529.30","1,496.76",2.12B,1.84%
2015-10-22,"1,518.22","1,516.66","1,529.17","1,514.72",1.84B,-0.56%
2015-10-23,"1,547.84","1,545.32","1,553.69","1,544.14",2.13B,1.95%
2015-10-26,"1,558.99","1,566.61","1,570.06","1,558.32",1.81B,0.72%
2015-10-27,"1,543.11","1,558.54","1,559.58","1,542.50",1.90B,-1.02%
2015-10-28,"1,547.19","1,545.20","1,550.69","1,539.97",1.72B,0.26%
2015-10-29,"1,547.11","1,558.09","1,558.72","1,537.36",2.73B,-0.01%
2015-10-30,"1,558.20","1,547.22","1,569.00","1,538.11",2.67B,0.72%
2015-11-02,"1,526.97","1,539.44","1,539.72","1,523.34",2.17B,-2.00%
2015-11-04,"1,540.43","1,547.53","1,556.78","1,540.43",2.69B,0.88%
2015-11-05,"1,555.10","1,546.97","1,559.82","1,545.63",2.45B,0.95%
2015-11-06,"1,563.59","1,561.66","1,566.10","1,556.34",2.04B,0.55%
2015-11-09,"1,590.97","1,575.83","1,594.01","1,574.50",2.51B,1.75%
2015-11-10,"1,589.48","1,575.72","1,590.23","1,575.72",2.07B,-0.09%
2015-11-11,"1,595.32","1,584.16","1,598.90","1,583.76",2.14B,0.37%
2015-11-12,"1,593.57","1,591.27","1,597.20","1,587.29",2.10B,-0.11%
2015-11-13,"1,585.83","1,577.03","1,586.22","1,570.88",2.22B,-0.49%
2015-11-16,"1,571.53","1,559.34","1,576.47","1,557.75",1.79B,-0.90%
2015-11-17,"1,586.11","1,590.91","1,592.61","1,586.11",2.25B,0.93%
2015-11-18,"1,586.53","1,595.09","1,599.20","1,585.79",1.94B,0.03%
2015-11-19,"1,600.38","1,601.76","1,609.76","1,594.07",2.08B,0.87%
2015-11-20,"1,603.18","1,594.99","1,603.18","1,590.09",1.84B,0.17%
2015-11-24,"1,605.94","1,601.35","1,608.13","1,597.91",2.06B,0.17%
2015-11-25,"1,594.67","1,599.98","1,600.67","1,590.21",2.01B,-0.70%
2015-11-26,"1,602.32","1,600.34","1,607.69","1,599.89",1.87B,0.48%
2015-11-27,"1,594.45","1,604.70","1,605.21","1,591.43",1.85B,-0.49%
2015-11-30,"1,580.25","1,593.00","1,593.91","1,578.91",2.47B,-0.89%
2015-12-01,"1,601.95","1,585.52","1,601.95","1,584.00",2.05B,1.37%
2015-12-02,"1,602.26","1,600.88","1,607.27","1,600.27",1.90B,0.02%
2015-12-03,"1,602.94","1,600.36","1,605.38","1,596.31",1.86B,0.04%
2015-12-04,"1,574.02","1,576.63","1,579.95","1,569.06",2.05B,-1.80%
2015-12-07,"1,585.21","1,588.76","1,594.56","1,584.51",1.66B,0.71%
2015-12-08,"1,568.73","1,587.03","1,590.32","1,567.64",1.92B,-1.04%
2015-12-09,"1,555.58","1,560.86","1,569.40","1,553.59",2.04B,-0.84%
2015-12-10,"1,540.35","1,539.96","1,547.10","1,537.97",1.87B,-0.98%
2015-12-11,"1,549.51","1,533.79","1,553.67","1,533.79",2.41B,0.59%
2015-12-14,"1,527.88","1,521.51","1,529.33","1,504.72",2.04B,-1.40%
2015-12-15,"1,502.55","1,527.59","1,530.37","1,502.55",2.07B,-1.66%
2015-12-16,"1,540.72","1,525.75","1,542.99","1,525.29",2.13B,2.54%
2015-12-17,"1,564.71","1,565.95","1,576.91","1,562.45",2.25B,1.56%
2015-12-18,"1,537.10","1,562.77","1,596.36","1,537.10",2.99B,-1.76%
2015-12-21,"1,531.28","1,526.42","1,537.34","1,512.00",2.36B,-0.38%
2015-12-22,"1,533.60","1,533.32","1,538.05","1,526.21",1.97B,0.15%
2015-12-24,"1,523.62","1,546.56","1,547.13","1,522.94",1.99B,-0.65%
2015-12-25,"1,516.19","1,523.87","1,525.96","1,513.44",1.91B,-0.49%
2015-12-28,"1,529.22","1,521.60","1,532.76","1,518.79",1.56B,0.86%
2015-12-29,"1,543.39","1,527.59","1,545.12","1,521.08",1.58B,0.93%
2015-12-30,"1,547.30","1,550.28","1,554.45","1,546.32",1.49B,0.25%
2016-01-04,"1,509.67","1,532.53","1,544.73","1,506.27",1.99B,-2.43%
2016-01-05,"1,504.71","1,504.69","1,516.55","1,498.21",1.92B,-0.33%
2016-01-06,"1,488.84","1,508.78","1,514.48","1,478.78",2.08B,-1.05%
2016-01-07,"1,457.94","1,483.90","1,489.63","1,456.61",2.37B,-2.08%
2016-01-08,"1,447.32","1,442.85","1,472.64","1,441.05",2.59B,-0.73%
2016-01-12,"1,401.95","1,429.52","1,436.08","1,401.95",2.64B,-3.13%
2016-01-13,"1,442.09","1,422.17","1,443.01","1,420.21",2.14B,2.86%
2016-01-14,"1,406.55","1,415.05","1,416.26","1,382.37",2.60B,-2.46%
2016-01-15,"1,402.45","1,427.65","1,433.63","1,394.66",2.45B,-0.29%
2016-01-18,"1,387.93","1,376.24","1,393.44","1,363.91",2.23B,-1.04%
2016-01-19,"1,390.41","1,382.45","1,395.18","1,374.91",2.17B,0.18%
2016-01-20,"1,338.97","1,386.16","1,386.54","1,337.26",2.57B,-3.70%
2016-01-21,"1,301.49","1,339.72","1,359.74","1,301.49",3.19B,-2.80%
2016-01-22,"1,374.19","1,327.93","1,375.95","1,327.84",2.60B,5.59%
2016-01-25,"1,392.63","1,393.87","1,398.74","1,376.67",2.29B,1.34%
2016-01-26,"1,360.23","1,372.57","1,373.11","1,357.54",2.16B,-2.33%
2016-01-27,"1,400.70","1,383.41","1,403.46","1,382.89",2.26B,2.98%
2016-01-28,"1,392.10","1,392.93","1,406.26","1,385.86",2.15B,-0.61%
2016-01-29,"1,432.07","1,400.73","1,435.31","1,370.15",4.13B,2.87%
2016-02-01,"1,462.67","1,448.04","1,463.79","1,445.81",3.50B,2.14%
2016-02-02,"1,452.04","1,449.01","1,461.88","1,445.58",2.77B,-0.73%
2016-02-03,"1,406.27","1,428.28","1,429.32","1,396.65",3.10B,-3.15%
2016-02-04,"1,388.81","1,392.43","1,403.86","1,382.22",3.13B,-1.24%
2016-02-05,"1,368.97","1,368.61","1,373.78","1,352.92",3.39B,-1.43%
2016-02-08,"1,380.41","1,351.69","1,388.73","1,345.91",2.74B,0.84%
2016-02-09,"1,304.33","1,352.89","1,352.94","1,299.53",3.17B,-5.51%
2016-02-10,"1,264.96","1,305.87","1,309.22","1,246.57",3.85B,-3.02%
2016-02-12,"1,196.28","1,240.92","1,242.59","1,193.85",4.70B,-5.43%
2016-02-15,"1,292.23","1,220.14","1,303.40","1,219.78",3.28B,8.02%
2016-02-16,"1,297.01","1,281.48","1,321.21","1,276.72",3.16B,0.37%
2016-02-17,"1,282.40","1,294.34","1,311.15","1,265.48",2.84B,-1.13%
2016-02-18,"1,311.20","1,307.06","1,322.28","1,305.12",2.63B,2.25%
2016-02-19,"1,291.82","1,298.83","1,299.63","1,281.28",2.29B,-1.48%
2016-02-22,"1,300.00","1,281.74","1,304.94","1,278.61",2.04B,0.63%
2016-02-23,"1,291.17","1,309.01","1,316.05","1,289.22",2.32B,-0.68%
2016-02-24,"1,284.53","1,274.37","1,292.36","1,266.69",2.21B,-0.51%
2016-02-25,"1,307.54","1,289.64","1,313.12","1,289.52",2.40B,1.79%
2016-02-26,"1,311.27","1,320.14","1,330.23","1,310.64",2.16B,0.29%
2016-02-29,"1,297.85","1,325.63","1,333.11","1,297.85",2.49B,-1.02%
2016-03-01,"1,300.83","1,295.16","1,304.70","1,284.50",2.22B,0.23%
2016-03-02,"1,349.61","1,325.53","1,354.67","1,325.06",2.49B,3.75%
2016-03-03,"1,369.05","1,348.32","1,370.00","1,348.01",2.74B,1.44%
2016-03-04,"1,375.35","1,366.73","1,376.25","1,360.89",2.65B,0.46%
2016-03-07,"1,361.90","1,373.78","1,373.85","1,360.86",2.22B,-0.98%
2016-03-08,"1,347.72","1,357.78","1,361.54","1,330.58",2.55B,-1.04%
2016-03-09,"1,332.33","1,334.89","1,338.15","1,322.14",2.25B,-1.14%
2016-03-10,"1,352.17","1,344.95","1,355.09","1,337.03",1.98B,1.49%
2016-03-11,"1,359.32","1,334.71","1,364.50","1,331.63",2.76B,0.53%
2016-03-14,"1,379.95","1,375.61","1,384.35","1,371.96",2.02B,1.52%
2016-03-15,"1,372.08","1,377.54","1,383.43","1,365.87",2.09B,-0.57%
2016-03-16,"1,360.50","1,361.83","1,373.31","1,360.05",1.86B,-0.84%
2016-03-17,"1,358.97","1,369.38","1,380.98","1,348.60",2.21B,-0.11%
2016-03-18,"1,345.05","1,354.55","1,359.83","1,335.34",2.30B,-1.02%
2016-03-22,"1,369.93","1,359.99","1,374.97","1,354.57",2.01B,1.85%
2016-03-23,"1,364.20","1,371.29","1,378.25","1,361.86",1.60B,-0.42%
2016-03-24,"1,354.61","1,360.07","1,365.04","1,348.88",2.00B,-0.70%
2016-03-25,"1,366.05","1,357.37","1,368.22","1,352.78",1.81B,0.84%
2016-03-28,"1,381.85","1,375.16","1,381.85","1,364.80",1.85B,1.16%
2016-03-29,"1,377.60","1,367.86","1,380.41","1,367.86",1.75B,-0.31%
2016-03-30,"1,356.29","1,373.18","1,374.84","1,356.09",1.91B,-1.55%
2016-03-31,"1,347.20","1,363.12","1,367.88","1,346.83",2.23B,-0.67%
2016-04-01,"1,301.40","1,343.24","1,343.24","1,298.48",2.58B,-3.40%
2016-04-04,"1,302.71","1,296.78","1,313.96","1,292.59",2.07B,0.10%
2016-04-05,"1,268.37","1,295.21","1,298.04","1,266.77",2.23B,-2.64%
2016-04-06,"1,267.75","1,266.19","1,274.56","1,256.31",2.15B,-0.05%
2016-04-07,"1,272.64","1,267.33","1,281.37","1,261.36",2.11B,0.39%
2016-04-08,"1,287.69","1,255.07","1,303.13","1,250.77",2.50B,1.18%
2016-04-11,"1,279.79","1,281.64","1,282.67","1,263.25",1.83B,-0.61%
2016-04-12,"1,299.35","1,278.26","1,302.62","1,277.25",2.14B,1.53%
2016-04-13,"1,332.44","1,316.03","1,334.90","1,314.17",2.26B,2.55%
2016-04-14,"1,371.35","1,352.03","1,371.35","1,349.96",2.50B,2.92%
2016-04-15,"1,361.40","1,353.48","1,368.22","1,353.48",1.99B,-0.73%
2016-04-18,"1,320.15","1,334.49","1,335.26","1,313.35",2.18B,-3.03%
2016-04-19,"1,363.03","1,345.02","1,365.90","1,343.65",2.10B,3.25%
2016-04-20,"1,365.78","1,375.11","1,380.49","1,363.38",2.09B,0.20%
2016-04-21,"1,393.68","1,386.76","1,394.22","1,381.25",2.28B,2.04%
