Date,Price,Open,High,Low,Vol.,Change %
2017-11-07,"1,813.29","1,790.54","1,813.29","1,789.57",1.90B,1.15%
2017-11-08,"1,817.60","1,809.07","1,817.75","1,804.18",1.87B,0.24%
2017-11-09,"1,813.11","1,822.93","1,844.05","1,791.12",2.75B,-0.25%
2017-11-10,"1,800.44","1,790.39","1,803.98","1,789.70",1.89B,-0.70%
2017-11-13,"1,783.49","1,798.04","1,798.04","1,783.49",1.57B,-0.94%
2017-11-14,"1,778.87","1,781.61","1,786.84","1,776.08",1.74B,-0.26%
2017-11-15,"1,744.01","1,768.58","1,768.58","1,740.25",2.16B,-1.96%
2017-11-16,"1,761.71","1,738.26","1,768.98","1,737.72",1.77B,1.01%
2017-11-17,"1,763.76","1,778.11","1,782.23","1,758.61",1.98B,0.12%
2017-11-20,"1,759.65","1,756.38","1,763.78","1,753.88",1.45B,-0.23%
2017-11-21,"1,771.13","1,771.69","1,778.85","1,769.17",1.53B,0.65%
2017-11-22,"1,777.08","1,782.39","1,785.19","1,775.58",1.60B,0.34%
2017-11-24,"1,780.56","1,769.41","1,781.93","1,767.20",1.33B,0.20%
2017-11-27,"1,776.73","1,787.94","1,788.69","1,773.62",1.37B,-0.22%
2017-11-28,"1,772.07","1,775.18","1,780.88","1,767.11",1.48B,-0.26%
2017-11-29,"1,786.15","1,783.91","1,786.65","1,781.65",1.70B,0.79%
2017-11-30,"1,792.08","1,787.37","1,795.85","1,779.08",2.45B,0.33%
2017-12-01,"1,796.53","1,804.80","1,807.86","1,787.18",1.63B,0.25%
2017-12-04,"1,786.87","1,801.50","1,802.28","1,785.79",1.39B,-0.54%
2017-12-05,"1,790.97","1,780.46","1,794.09","1,777.34",1.48B,0.23%
2017-12-06,"1,765.42","1,784.79","1,787.18","1,761.18",1.79B,-1.43%
2017-12-07,"1,786.25","1,774.80","1,787.56","1,774.45",1.53B,1.18%
2017-12-08,"1,803.73","1,781.50","1,803.84","1,781.50",2.01B,0.98%
2017-12-11,"1,813.34","1,809.16","1,813.34","1,800.54",1.42B,0.53%
2017-12-12,"1,815.08","1,814.34","1,820.86","1,810.93",1.60B,0.10%
2017-12-13,"1,810.84","1,817.55","1,818.55","1,806.16",1.90B,-0.23%
2017-12-14,"1,808.14","1,808.63","1,811.99","1,803.05",1.67B,-0.15%
2017-12-15,"1,793.47","1,801.85","1,804.45","1,787.04",1.84B,-0.81%
2017-12-18,"1,817.90","1,807.50","1,818.38","1,806.03",1.61B,1.36%
2017-12-19,"1,815.18","1,820.88","1,822.49","1,814.31",1.46B,-0.15%
2017-12-20,"1,821.16","1,815.54","1,821.91","1,814.19",1.66B,0.33%
